Study Abroad Institution,Program Name ,Year ,Kzoo Course Name ,Kzoo Discipline ,Host Insti. Course Number,Host Insti. Course Name
Universite Cheikh Anta Diop ,Senegal: Dakar ,2015-2016,African Literature (in French and English),AFST,NA,Litterature africaine
"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,2018-2019,White Supremacy in Popular Culture,AMST,NA,White Supremacy in Popular Culture
Curtin University ,Australia: Perth,2016-2017,Community Service Workshop,ANSO,XINO 1016,International Study Abroad Community Service
Curtin University ,Australia: Perth,2018-2019,International Study Abroad- Community Service,ANSO,XINO 1016,International Study Abroad Community Service
Curtin University ,Australia: Perth,2018-2019,Introduction to Indigenous Australians,ANSO,INDS 1000,Introduction to Indigenous Australians
Curtin University ,Australia: Perth,2017-2018,Australian Studies ,ANSO,HERI 2002,Australian Studies 
Curtin University ,Australia: Perth,2017-2018,Private Lives & Public Issues,ANSO,ANTH 2002,Private Lives & Public Issues
Curtin University ,Australia: Perth,2016-2017,Indigenous Cultures and Health,ANSO,INDH 1006,Indigenous Cultures and Health Behaviors
Curtin University ,Australia: Perth,2016-2017,Intro to Indigenous Australians,ANSO,INDS 1000,Introduction to Indigenous Australians
Curtin University ,Australia: Perth,2016-2017,Senses of Place ,ANSO,CULT 1000,Senses of Place 
Curtin University ,Australia: Perth,2016-2017,The Individual in Society ,ANSO,SCWK 1001,The individual in Society
Curtin University ,Australia: Perth,2015-2016,Community Service Workshop,ANSO,XINO 1016,International Study Abroad Community Service 
Curtin University ,Australia: Perth,2015-2016,Community Service Workshop,ANSO,XINO 1016,International Study Abroad - Community Service 
Curtin University ,Australia: Perth,2015-2016,Indigenous Cultures and Health,ANSO,INDH 1000,Indigenous Cultures and Health
Curtin University ,Australia: Perth,2015-2016,Indigenous Cultures and Health,ANSO,INDH 1000,Indigenous Cultures and Health 
Curtin University ,Australia: Perth,2015-2016,Intro to Indigenous Australians,ANSO,INDS 1000,Introduction to Indigenous Australians 
University of Botswana,Botswana: Gabarone,2015-2016,Intro to Criminology ,ANSO,CJS 121,Introduction to Criminology 
University of Botswana,Botswana: Gabarone,2015-2016,Social Work with Youth ,ANSO,DSW 103,Social Work with Youth 
Pontifica Universidad Catolica de Chile,Chile: Santiago,2015-2016,Global Justice ,ANSO,DE PUC-ICP0207,Global Justice 
Pontifica Universidad Catolica de Chile,Chile: Santiago,2015-2016,"Population, Development, and Public Policies",ANSO,DE UDP-CFG2224,"Population, Development, and Public Policies"
Pontifica Universidad Catolica de Chile,Chile: Santiago,2015-2016,Transnational Migrations ,ANSO,DE UDP-SOC9090,"Transnational Migrations: Global Paradoxes, Local Challenges  "
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,Stratification & Inequality I,ANSO,DE UDP - SOC7222,Stratification & Inequality I
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,Youth Sociology,ANSO,DE UDP - SOC9043,Youth Sociology
Pontifica Universidad Catolica de Chile,Chile: Santiago,2017-2018,The Immigrant: Dreams and Conflicts through the Borders,ANSO,DE UPD -CFG2327,The Immigrant: Dreams and Conflicts through the Borders
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Globalization and Integration of Latin America ,ANSO,DE VALP-PIIE563,Globalization and Integration in Latin America 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Modernity and Social Problems ,ANSO,DE VALP-TSL253,Modernity and Social Problems 
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Geography of Poverty and Social Inequality,ANSO,DE VALP - TSL0201,Geography of Poverty and Social Inequality
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2017-2018,Investigation and Humor,ANSO,DE VALP - TSL010,Investigation and Humor
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2018-2019,Community Engagement & Devleopment: A Service Learning Course,ANSO,SAJ-01,Community Engagement & Development: A Service Learning Course
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2018-2019,Sustainable Tourism and Local Development,ANSO,SAHD-03,Sustainable Tourism and Local Development
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2018-2019,Human Rights in Latin America: A Critical Approach,ANSO,SAJ-02,Human Rights in Latin America: A Critical Approach
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2018-2019,Development in Latin America from a Gender Perspective,ANSO,SAJ-03,Development in Latin America from a Gender Perspective
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Community Engagment & Sustainable Human Development ,ANSO,SAJ - 01,Community Engagment and Sustainable Human Development: A Service-Learning Course 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Human Rights in Latin America: A Critical Approach ,ANSO,SAJ - 02,Human Rights in Latin America: A Critical Approach
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Comm Engagment and Local Development ,ANSO,SAJ - 01,Community Engagment and Local Development: A Service Learning Course  
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,"Culture, Community Engagment, and Sustainable Development in Central America",ANSO,SAC - 01,"Culture, Community Engagment, and Sustainable Development in Central America"
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Gender and Development in Latin America ,ANSO,SAJ - 03,Development in Latin America from a Gender Perspective
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Human Rights in Latin America ,ANSO,SAJ - 02,Human Rights in Latin America: A Critical Approach 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2015-2016,Sustainable Tourism and Local Development ,ANSO,SAHD - 03,Sustainable Tourism and Local Development 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2018-2019,Health Care Systems in Latin America ,ANSO,HS-01,Health Care Systems in Latin America 
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Service-Learning,ANSO,PAS 0102E,
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Gender and Society,ANSO,SOC 0340,Gender and Society
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Amazonian Societies ,ANSO,ANT 0260,Amazonian Societies 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Andean Anthropology ,ANSO,ANT 0300,Andean Anthropology 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Anthropology of the Coast ,ANSO,ANT 0231,Anthropology of the Coast 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Ethnography ,ANSO,ANT 0315,Ethnography 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Gender and Sexuality ,ANSO,ANT 0251,Gender and Sexuality 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Social Issues in Ecuador: Service-Learning ,ANSO,PAS 0102E,Service - Learning 
Greece College Year in Athens,Greece: Athens,2018-2019,Contemporary Ubranism,ANSO,URBS 371,Contemporary Ubranism: Athens through Time
Greece College Year in Athens,Greece: Athens,2018-2019,The Culture of Modern Greece,ANSO,ANTH 333,The Culture of Modern Greece
Greece College Year in Athens,Greece: Athens,2016-2017,"Modern Athens: Space, Art, and Urban Cultures ",ANSO,A/E373,"Modern Athens: Space, Art, and Urban Cultures "
Greece College Year in Athens,Greece: Athens,2015-2016,The Culture of Modern Greece ,ANSO,E333,The Culture of Modern Greece: The Ethnography of a Society in Transition  
China Hong Kong Baptist University ,China: Hong Kong,2017-2018,Women in China,ANSO,SOCI 4055,Women in China
CET UW,India,2016-2017,Topics in Ethnology,ANSO,ANTHRO 330,Topics in Ethnology
CET UW,India,2016-2017,Field Work Research Methods,ANSO,SOC 461,Field Work Research Methods
CET UW,India,2017-2018,Additional Methodology & Statistics,ANSO,SOC 461,Additional Methodology & Statistics
CET UW,India,2017-2018,Civilizations of India - Modern Period,ANSO,SOC 252,Civilizations of India - Modern Period
CET UW,India,2017-2018,"People Doing Things: Puja, Pilgrimage, & Pluralism",ANSO,NA,"People Doing Things: Puja, Pilgrimage, and Pluralism"
CET UW,India,2017-2018,Study Abroad in Sociology,ANSO,SOC 497,Study Abroad in Sociology
CET UW,India,2017-2018,Topics in Ethnography,ANSO,ANTHRO 330,Topics in Ethnography
CET UW,India,2017-2018,Urban Anthropology,ANSO,ANTHRO 307,Urban Anthropology
CET UW,India,2017-2018,"Urban Geography: Gender, Caste, Community",ANSO,NA,"Urban Geography: Gender, Caste, Community"
Ben-Gurion University ,Israel: Be'er Sheva,2015-2016,Internet Society,ANSO,013.5.0345,Internet Society
Ben-Gurion University ,Israel: Be'er Sheva,2015-2016,Life & Leisure in Israel Today ,ANSO,013.5.0520,Life & Leisure in Israel Today 
Ben-Gurion University ,Israel: Be'er Sheva,2015-2016,Organizational Behavior ,ANSO,013.5.0290,Organizational Behavior 
The American University of Rome ,Italy: Rome,2018-2019,Introduction to Anthropology,ANSO,ANT 100,Introduction to Anthropology
The American University of Rome ,Italy: Rome,2017-2018,"Living Rome: Urban Spaces, Culture & Identity",ANSO,SOC - 120,"Living Rome: Urban Spaces, Culture & Identity"
The American University of Rome ,Italy: Rome,2016-2017,The Mediterranean World ,ANSO,ANT - 300,The Mediterranean World 
The American University of Rome ,Italy: Rome,2015-2016,Soc of Contemporary Italy ,ANSO,SOC - 300,Sociology of Contemporary Italy
Doshisha University ,Japan: Kyoto,2015-2016,The Divisions of Identity in Society,ANSO,52,The Divisions of Identity in Society (Understanding the Roots of Conflict and the Capacity and Process of Peace) 
Doshisha University ,Japan: Kyoto,2015-2016,What Makes Humans Human,ANSO,52,What Makes Humans Human? (Exploring Changing Concepts of Culture and Social Diversity)
Waseda University ,Japan: Tokyo,2017-2018,Culture in Context ,ANSO,JPNS 0300,Culture in Context 
Waseda University ,Japan: Tokyo,2016-2017,Urban and Regional Planning,ANSO,JPNS 0300,Urban and Regional Planning
Waseda University ,Japan: Tokyo,2015-2016,Intro to Race & Ethnic Relations,ANSO,JPNS 0300,Intro to Race & Ethnic Relations
Waseda University ,Japan: Tokyo,2015-2016,"Language, Society, and Culture",ANSO,JPNS 0300,"Language, Society, and Culture"
Waseda University ,Japan: Tokyo,2015-2016,Sociology of Education,ANSO,JPNS 0300,Sociology of Education
The University of Jordan (CET),Jordan: Amman,2018-2019,The United States in the Arab World,ANSO,AR 370,The United States in the Arab World
The University of Jordan (CET),Jordan: Amman,2018-2019,The Refugee Crisis in Jordan and its Impact on Youth,ANSO,AR 365,The Refugee Crisis in Jordan and its Impact on Youth
University of Nairobi ,Kenya: Nairobi,2018-2019,Gender and Development,ANSO,NA,Gender and Development
University of Nairobi ,Kenya: Nairobi,2018-2019,Geographies of Development,ANSO,NA,Geographies of Development
University of Aberdeen,Scotland: Aberdeen,2018-2019,Vikings in Celtic & Germanic Scotland,ANSO,CE 2035,Vikings in Celtic & Germanic Scotland
University of Aberdeen,Scotland: Aberdeen,2017-2018,Studying Social Life 1,ANSO,SO2005,Studying Social Life I
University of Aberdeen,Scotland: Aberdeen,2015-2016,Introduction to Anthropology,ANSO,AT1003,Introduction to Anthropology: Peoples of the World
University of Aberdeen,Scotland: Aberdeen,2015-2016,Religion and Society,ANSO,SO3067,Religion and Society
University of Aberdeen,Scotland: Aberdeen,2015-2016,Study Social Life I,ANSO,SO2004,Studying Social Life I
Universite Cheikh Anta Diop ,Senegal: Dakar ,2015-2016,The Senegal River Valley,ANSO,NA,The Senegal River Valley
Universidad de Extremadura,Spain: Caceres,2018-2019,Sociology and Education,ANSO,NA,Sociology and Education
Universidad de Extremadura,Spain: Caceres,2015-2016,Sociology of Education,ANSO,NA,Sociology of Education 
International Sustainable Development Studies Institute,Thailand: Chiang Mai,2018-2019,Societies and Cultures of Southeast Asia,ANSO,NA,Societies and Cultures of Southeast Asia
International Sustainable Development Studies Institute,Thailand: Chiang Mai,2018-2019,Social Justice Issues in Thailand and Southeast Asia,ANSO,NA,Social Justice Issues in Thailand and Southeast Asia
International Sustainable Development Studies Institute,Thailand: Chiang Mai,2017-2018,Agroecology: Social and Biological Factors in Sustainable Agriculture,ANSO,NA,Agroecology: Social and Biological Factors in Sustainable Agriculture
International Sustainable Development Studies Institute,Thailand: Chiang Mai,2017-2018,Political Ecology of Forests: Indigenous People and Natural Resources,ANSO,NA,Political Ecology of Forests: Indigenous People and Natural Resources
The University of Jordan (CET),Jordan: Amman,2018-2019,Intensive Advanced Beginning Modern Standard Arabic,ARBC,AR 200,Intensive Advanced Beginning Modern Standard Arabic
The University of Jordan (CET),Jordan: Amman,2018-2019,Intensive Intermediate Modern Standard Arabic,ARBC,AR 300,Intensive Intermediate Modern Standard Arabic
The University of Jordan (CET),Jordan: Amman,2018-2019,Intensive Intermediate High Modern Standard Arabic,ARBC,AR 400,Intensive Intermediate High Modern Standard Arabic
The University of Jordan (CET),Jordan: Amman,2018-2019,Intensive Advanced Beginning Jordanian Dialect,ARBC,AM/LANG 210,Intensive Advanced Beginning Jordanian Dialect
University of Aberdeen,Scotland: Aberdeen,2018-2019,Arabic for Beginners I,ARBC,AR 1002,Arabic for Beginners I
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Lithography,ARTX,DE PUC-ARO107G,Lithography
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Art and Public Spaces,ARTX,DE PUC-ARO109T,Art in Public Spaces: From Land Art to Net Art
Pontifica Universidad Catolica de Chile,Chile: Valparaiso,2015-2016,Contemporary Art History ,ARTX,DE VALP-HIS199,Contemporary Art History 
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Ceramic Arts,ARTX,ART 0104,Ceramic Arts
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,History & Theory of Photography,ARTX,EPE 0302,History & Theory of Photography
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Introduction to Mixed Media,ARTX,ART 0107,Introduction to Mixed Methods
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Ceramics Workshop,ARTX,ART 0104,Ceramics Workshop
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Photography: History & Theory,ARTX,ARH 2006,Photography: History & Theory
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Watercolor Workshop,ARTX,ART 0212,Watercolor Workshop
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Macrame Knitting Workshop,ARTX,ART 0220,Macrame Knitting Workshop
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Painting with Experimental Materials,ARTX,ART 0260,Painting with Experimental Materials
Universidad San Francisco de Quito,Ecuador: Quito,2016-2017,Basic Weaving ,ARTX,ART 0101,Basic Weaving 
Universidad San Francisco de Quito,Ecuador: Quito,2016-2017,Modern Latin American Art ,ARTX,ARH 0302,Modern Latin American Art 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Drawing I ,ARTX,ART 0102,Drawing I 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Experimental Drawing ,ARTX,ART 0228,Experimental Drawing 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Photography ,ARTX,FOT 0115 ,Photography I
Greece College Year in Athens,Greece: Athens,2018-2019,The Art & Craft of Curating,ARTX,ARCH 331,The Art & Craft of Curating
Greece College Year in Athens,Greece: Athens,2018-2019,Ancient Greek Sculptures,ARTX,ARTH 362,Ancient Greek Sculptures
Greece College Year in Athens,Greece: Athens,2017-2018,Ancient Greek Sculpture,ARTX,A362,Ancient Greek Sculpture
China Hong Kong Baptist University ,China: Hong Kong,2016-2017,Documentary Film ,ARTX,FILM3077,Documentary Film 
Budapest Semesters in Mathematics,Hungary: BSM,2016-2017,Hungarian Art and Culture,ARTX,NA,Hungarian Art and Culture
The American University of Rome ,Italy: Rome,2018-2019,Art of Rome,ARTX,AH 100,Art of Rome
The American University of Rome ,Italy: Rome,2018-2019,Italian Sketchbook: Images of Rome,ARTX,ART 101,Italian Sketchbook: Images of Rome
The American University of Rome ,Italy: Rome,2018-2019,Painting Techniques,ARTX,ART 215,Painting Techniques
The American University of Rome ,Italy: Rome,2018-2019,Arts of Antiquity,ARTX,AHAR 101,Arts of Antiquity
The American University of Rome ,Italy: Rome,2018-2019,Arts of Renaissance & Baroque,ARTX,AH 103,Arts of Renaissance & Baroque
The American University of Rome ,Italy: Rome,2018-2019,Etruscan Art & Archeology,ARTX,AHAR 314,Etruscan Art & Archeology
The American University of Rome ,Italy: Rome,2018-2019,Color & Composition,ARTX,ART 100,Color & Composition
The American University of Rome ,Italy: Rome,2017-2018,Painting Techniques II,ARTX,ART - 215,Painting Techniques II
The American University of Rome ,Italy: Rome,2017-2018,Photography: Rome,ARTX,FAFD - 104,Photography: Rome
The American University of Rome ,Italy: Rome,2017-2018,Roman Archeology On-Site,ARTX,ARC - 101,Roman Archeology on-site
The American University of Rome ,Italy: Rome,2016-2017,Art in the Middle Ages: 4th to 14th Century,ARTX,AH - 105,Arts of the Middle Ages: 4th to 14th Century
The American University of Rome ,Italy: Rome,2016-2017,Art of Rome ,ARTX,AH - 100,Art of Rome Sec. A 
The American University of Rome ,Italy: Rome,2016-2017,Intermediate Drawing in Rome ,ARTX,ART - 208,Intermediate Drawing in Rome 
The American University of Rome ,Italy: Rome,2016-2017,Photography and Roman Scences,ARTX,ARC - 101,Photography:  Roman Scences
The American University of Rome ,Italy: Rome,2016-2017,Roman Imperial Art and Architecture,ARTX,AHAR - 300,Roman Imperial Art and Architecture
The American University of Rome ,Italy: Rome,2016-2017,Venice in the Renaissance ,ARTX,AH - 321,Venice in the Renaissance 
The American University of Rome ,Italy: Rome,2015-2016,Art of Renaissance & Baroque,ARTX,AH - 102,Art of Renaissance & Baroque
The American University of Rome ,Italy: Rome,2015-2016,Art of Rome ,ARTX,AH - 100,Art of Rome - Section B
The American University of Rome ,Italy: Rome,2015-2016,Art of the Middle Ages: 4th to 14th Century ,ARTX,AH - 105,Art of the Middle Ages: 4th to 14th Century 
The American University of Rome ,Italy: Rome,2015-2016,Arts of Antiquity,ARTX,AHAR - 101,Arts of Antiquity
The American University of Rome ,Italy: Rome,2015-2016,Contemporary Art in the Global Village,ARTX,AH - 212,Contemporary Art in the Global Village
The American University of Rome ,Italy: Rome,2015-2016,Italian Sketchbook,ARTX,ART - 101,Italian Sketchbook: Images of Rome Section B
The American University of Rome ,Italy: Rome,2015-2016,Photography and Roman Scences,ARTX,FAFD - 104,Photography:  Roman Scences
The American University of Rome ,Italy: Rome,2015-2016,Printmaking 1 ,ARTX,ART - 103,Printmaking 1 
University of Aberdeen,Scotland: Aberdeen,2017-2018,Archaeology in Action: An Introduction,ARTX,AY1003,Archaeoloty in Action: An Introduction
University of Aberdeen,Scotland: Aberdeen,2017-2018,Critical Perspectives in Art History,ARTX,HA3079,Critical Perspectives in Art History
University of Aberdeen,Scotland: Aberdeen,2016-2017,Cathedrals to Caravaggio,ARTX,HA2009,Cathedrals to Caravaggio
University of Aberdeen,Scotland: Aberdeen,2015-2016,Northern Light and Landscape ,ARTX,SX3009,Northern Light and Landscape 
Universidad de Extremadura,Spain: Caceres,2018-2019,Art and Culture,ARTX,NA,Art and Culture
Universidad de Extremadura,Spain: Caceres,2016-2017,Art and Culture of Spain,ARTX,NA,Art and Culture
Universidad de Extremadura,Spain: Caceres,2016-2017,Art and Culture of Spain,ARTX,NA,Art and Culture 
Universidad de Extremadura,Spain: Caceres,2015-2016,Art and Culture of Spain,ARTX,NA,Art and Culture of Spain
Universidad Antonia de Nebrija,Spain: Madrid,2018-2019,Art in the Prado,ARTX,CH 3181,Art in the Prado
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,Fundamental Aspects of Spanish Art,ARTX,CH3191,FUNDAMENTAL ASPECTS OF SPANISH ART
Universidad Antonia de Nebrija,Spain: Madrid,2015-2016,Art in the Prado ,ARTX,CH3181,ARTE EN EL MUSEO DEL PRADO
Curtin University ,Australia: Perth,2018-2019,Integrated Systems Anatomy & Physiology,BIOL,HUMB 1001,Integrated Systems Anatomy and Physiology
Curtin University ,Australia: Perth,2018-2019,Perception,BIOL,BIOL 2005,Perception
Curtin University ,Australia: Perth,2018-2019,Biochemistry and Cell Biology,BIOL,BCCB 2001,Biochemistry and Cell Biology
Curtin University ,Australia: Perth,2016-2017,Brain and Behavior ,BIOL,BIOL 1002,Brain and Behavior 
Curtin University ,Australia: Perth,2016-2017,Integrated Systems Anatomy & Physiology,BIOL,HUMB 1001,Integrated Systems Anatomy and Physiology
Curtin University ,Australia: Perth,2015-2016,Functional Anatomy,BIOL,HUMB 1002,Functional Anatomy
Curtin University ,Australia: Perth,2015-2016,Marine Ecology ,BIOL,MARI 2000,Marine Ecology 
Curtin University ,Australia: Perth,2015-2016,Perception,BIOL,BIOL 2005,Perception 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Tropical Diseases in Latin America ,BIOL,HS - 03,Economics of Health Care Systems 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Tropical Diseases in Latin America ,BIOL,HS - 04,Tropical Diseases in Latin America 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Tropical Diseases in Latin America ,BIOL,HS - 02,Tropical Diseases in Latin America 
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Biodiversity & Ecosystems of Ecuador,BIOL,ECL 0315,Biodiversity & Ecosystems of Ecuador
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Field Research Program,BIOL,BIO E02,Field Research Program
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Flora & Fauna of Ecuador,BIOL,BIO 0201,Flora & Fauna of Ecuador
Universidad San Francisco de Quito,Ecuador: Quito,2016-2017,Biodiversity & Ecosystems of Ecuador ,BIOL,ECL 0315,Biodiversity & Ecos of Ecuador 
Universidad San Francisco de Quito,Ecuador: Quito,2016-2017,Field Research ,BIOL,BIO EO2,Field Research Program
Universidad San Francisco de Quito,Ecuador: Quito,2016-2017,Exerc. Prog. Field Research ,BIOL,BIO EOJ,Exerc. Prog. Field Research 
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Field Research ,BIOL,BIO E02,Field Research Program
Universidad San Francisco de Quito,Ecuador: Quito,2015-2016,Exerc. Prog. Field Research ,BIOL,BIO E02J,Exerc. Prog. Field Research 
Greece College Year in Athens,Greece: Athens,2018-2019,The Natural Environment of Greece,BIOL,ENVR 350,The Natural Environment of Greece
Eötvös Loránd University ,Hungary: BSCS,2018-2019,Cognitive Neuroscience,BIOL,NA,Cognitive Neuroscience
Budapest Semesters in Mathematics,Hungary: BSM,2017-2018,Cognitive Neuroscience,BIOL,NA,Cognitive Neuroscience
Waseda University ,Japan: Tokyo,2017-2018,Human Biology,BIOL,JPNS 0300,Human Biology
University of Aberdeen,Scotland: Aberdeen,2018-2019,Diversity of Life I,BIOL,BI 1012,Diversity of Life I
University of Aberdeen,Scotland: Aberdeen,2018-2019,Animal Evolution & Biodiversity,BIOL,ZO 3011,Animal Evolution & Biodiversity
University of Aberdeen,Scotland: Aberdeen,2018-2019,Principles of Developmental and Reproductive Biology,BIOL,DB 3006,Principles of Developmental and Reproductive Biology
University of Aberdeen,Scotland: Aberdeen,2018-2019,Animal Management & Welfare,BIOL,ZO 3309,Animal Management & Welfare
University of Aberdeen,Scotland: Aberdeen,2018-2019,Human Embryonic Experience,BIOL,AN 3301,Human Embryonic Experience
University of Aberdeen,Scotland: Aberdeen,2017-2018,Animal Management & Welface,BIOL,ZO3309,Animal Management & Welfare
University of Aberdeen,Scotland: Aberdeen,2017-2018,The Molecular Biology of the Cell,BIOL,MB3006,The Molecular Biology of the Cell
University of Aberdeen,Scotland: Aberdeen,2017-2018,Human Anatomy A,BIOL,BM2009,Human Anatomy A
University of Aberdeen,Scotland: Aberdeen,2016-2017,"Global Worlds, Global Challenges",BIOL,GG1008,"Global Worlds, Global Challenges"
University of Aberdeen,Scotland: Aberdeen,2015-2016,"Space, Economy, & Society ",BIOL,GG2014,"Space, Economy, & Society "
International Sustainable Development Studies Institute,Thailand: Chiang Mai,2017-2018,"Islands, Oceans, and Sustainability: Marine Protected Areas and Reef Ecology",BIOL,NA,"Islands, Oceans, and Sustainability: Marine Protected Areas and Reef Ecology"
Curtin University ,Australia: Perth,2018-2019,Business Law,BUSN,BLAW1004,Business Law
Curtin University ,Australia: Perth,2018-2019,Fundamentals of Management,BUSN,MGMT 1000,Fundamentals of Management
Curtin University ,Australia: Perth,2017-2018,Small Business Planning,BUSN,MGMT 2001,Small Business Planning
Curtin University ,Australia: Perth,2015-2016,Public Relations Foundations ,BUSN,PUBR 2002,Public Relations Foundations
Universidad San Francisco de Quito,Ecuador: Quito,2018-2019,Leadership Theories,BUSN,RCL 0291,Leadership Theories
Universidad San Francisco de Quito,Ecuador: Quito,2017-2018,Theories of Leadership,BUSN,RCL 0291,Theories of Leadership
Greece College Year in Athens,Greece: Athens,2018-2019,"Business, Ethics, & Politics",BUSN,BUS 350,"Business, Ethics, & Politics"
The American University of Rome ,Italy: Rome,2018-2019,Money & Banking,BUSN,ECFN 305,Money & Banking
The American University of Rome ,Italy: Rome,2018-2019,Introduction to International Business,BUSN,BUS 300,Introduction to International Business
The American University of Rome ,Italy: Rome,2017-2018,Adversiting Strategy,BUSN,MKT - 300,Adversiting Strategy
The American University of Rome ,Italy: Rome,2017-2018,Introduction to International Business,BUSN,BUS - 300,Introduction to International Business
Doshisha University ,Japan: Kyoto,2015-2016,Intercultural Business Communication ,BUSN,B-52,International Business (managing Intercultural Business Communication) 
University of Aberdeen,Scotland: Aberdeen,2018-2019,Managing Customers &  Markets,BUSN,MS 2005,Managing Customers &  Markets
University of Aberdeen,Scotland: Aberdeen,2017-2018,New Venture Development,BUSN,MS3058,New Venture Development
Universidad Antonia de Nebrija,Spain: Madrid,2017-2018,International Marketing,BUSN,CM2124,INTERNATIONAL MARKETING
Pontifica Universidad Catolica de Chile,Chile: Santiago,2018-2019,Decolonial Theories,CES,DE UDP-SOC9092,Decolonial Theories
Curtin University ,Australia: Perth,2018-2019,Introduction to Public Health ,CGHL,PUBH 1000,Introduction to Public Health 
Curtin University ,Australia: Perth,2018-2019,Foundations of Biostatistics and Epidemiology,CGHL,EPID 1000,Foundations of Biostatistics and Epidemiology
Curtin University ,Australia: Perth,2016-2017,Introduction to Public Health ,CGHL,PUBH 1000,Introduction to Public Health 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Health and Vulnerable Populations in Latin America ,CGHL,HS - 02,Health and Vulnerable Populations in Latin America 
Costa Rica: International Center for Developmental Studies,Costa Rica: San Jose,2016-2017,Health Care Systems in Latin America ,CGHL,HS - 01,Health Care Systems in Latin America 
Curtin University ,Australia: Perth,2018-2019,Biochemistry and Cell Biology,CHEM,BCCB 2001,Biochemistry and Cell Biology
Curtin University ,Australia: Perth,2016-2017,Analytical Chemistry ,CHEM,FNCE 2000,Analytical Chemistry 
University of Aberdeen,Scotland: Aberdeen,2018-2019,Physical Environments,CHEM,GG 2013,Physical Environments
University of Aberdeen,Scotland: Aberdeen,2015-2016,Analytical Methods in Forensic Chemistry ,CHEM,CM2011,Analytical Methods in Forensic Chemistry
Universidad de Extremadura,Spain: Caceres,2017-2018,Chemistry of Materials,CHEM,NA,Chemistry of Materials
Capital Normal University ,China: Beijing ,2018-2019,Business Chinese with One-on-Two Drill,CHIN,HB/LANG 320,One-on-Two Drill 
Capital Normal University ,China: Beijing ,2018-2019,Introduction to Chinese Newspaper Reading,CHIN,HB/LANG 413,Introduction to Chinese Newspaper Reading
Capital Normal University ,China: Beijing ,2018-2019,Traditional Chinese Medicine,CHIN,HB/LANG 400,Traditional Chinese Medicine
Capital Normal University ,China: Beijing ,2017-2018,Classical Chinese Stories,CHIN,CL 501,Classical Chinese Stories
Capital Normal University ,China: Beijing ,2017-2018,Music in China,CHIN,CL 501,Music in China
